id,date_completion,date_cutoff,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any,month_completion,semester,semester_fct
tri00336,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138,2021-03-01,3,Jan 2021-Jun 2021
tri00343,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00352,2020-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,471,471,471,471,471,2020-05-01,1,Jan 2020-Jun 2020
tri00354,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00358,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00361,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00362,2021-02-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182,2021-02-01,3,Jan 2021-Jun 2021
tri00373,2020-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,503,503,503,503,503,2020-03-01,1,Jan 2020-Jun 2020
tri00378,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri00390,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00392,2020-07-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,399,399,399,399,399,2020-07-01,2,July 2020-Dec 2020
tri00397,2020-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,501,501,501,501,501,2020-04-01,1,Jan 2020-Jun 2020
tri00399,2020-05-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,455,455,455,455,455,2020-05-01,1,Jan 2020-Jun 2020
tri00407,2020-12-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,233,233,233,233,233,2020-12-01,2,July 2020-Dec 2020
tri00409,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00418,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442,2020-05-01,1,Jan 2020-Jun 2020
tri00424,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00425,2020-08-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365,2020-08-01,2,July 2020-Dec 2020
tri00426,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri00427,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri00440,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00453,2020-03-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,508,508,508,508,508,2020-03-01,1,Jan 2020-Jun 2020
tri00473,2020-03-02,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-10,2021-01-09,2020-08-10,NA,2020-08-10,161,313,161,531,161,2020-03-01,1,Jan 2020-Jun 2020
tri00476,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri00482,2021-03-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,149,149,149,149,149,2021-03-01,3,Jan 2021-Jun 2021
tri00483,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00502,2020-04-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,492,492,492,492,492,2020-04-01,1,Jan 2020-Jun 2020
tri00503,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00507,2020-10-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-05-15,NA,2020-05-15,NA,2020-05-15,-139,318,-139,318,-139,2020-10-01,2,July 2020-Dec 2020
tri00512,2020-06-16,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,425,425,425,425,425,2020-06-01,1,Jan 2020-Jun 2020
tri00513,2020-08-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,354,354,354,354,354,2020-08-01,2,July 2020-Dec 2020
tri00521,2020-03-20,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-03-20,NA,2020-03-20,NA,2020-03-20,0,513,0,513,0,2020-03-01,1,Jan 2020-Jun 2020
tri00526,2020-06-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-14,2020-05-14,2020-04-14,NA,2020-04-14,-77,-47,-77,411,-77,2020-06-01,1,Jan 2020-Jun 2020
tri00529,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00530,2021-01-29,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-29,2020-08-02,2020-04-29,NA,2020-04-29,-275,-180,-275,198,-275,2021-01-01,3,Jan 2021-Jun 2021
tri00534,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00535,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00536,2020-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,471,471,471,471,471,2020-05-01,1,Jan 2020-Jun 2020
tri00537,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00538,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00543,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri00546,2020-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,532,532,532,532,532,2020-03-01,1,Jan 2020-Jun 2020
tri00549,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167,2021-03-01,3,Jan 2021-Jun 2021
tri00552,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00574,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri00582,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00585,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00588,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00590,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00593,2020-05-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,462,462,462,462,462,2020-05-01,1,Jan 2020-Jun 2020
tri00594,2020-04-16,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,486,486,486,486,486,2020-04-01,1,Jan 2020-Jun 2020
tri00596,2020-03-10,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-05-26,NA,2020-05-26,NA,2020-05-26,77,523,77,523,77,2020-03-01,1,Jan 2020-Jun 2020
tri00598,2020-12-31,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-01-26,2021-07-17,2021-01-26,NA,2021-01-26,26,198,26,227,26,2020-12-01,2,July 2020-Dec 2020
tri00601,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00606,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00609,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00610,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00612,2020-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,532,532,532,532,532,2020-03-01,1,Jan 2020-Jun 2020
tri00613,2021-03-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,155,155,155,155,155,2021-03-01,3,Jan 2021-Jun 2021
tri00623,2020-06-17,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-05-11,2020-11-06,2020-05-11,NA,2020-05-11,-37,142,-37,424,-37,2020-06-01,1,Jan 2020-Jun 2020
tri00632,2020-07-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,394,394,394,394,394,2020-07-01,2,July 2020-Dec 2020
tri00635,2020-12-02,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-29,2020-08-18,2020-04-29,NA,2020-04-29,-217,-106,-217,256,-217,2020-12-01,2,July 2020-Dec 2020
tri00650,2020-06-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-18,2021-06-18,NA,NA,2021-06-18,353,353,411,411,353,2020-06-01,1,Jan 2020-Jun 2020
tri00654,2020-04-05,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-29,2021-02-05,2020-07-29,NA,2020-07-29,115,306,115,497,115,2020-04-01,1,Jan 2020-Jun 2020
tri00656,2020-05-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-17,2021-04-28,2020-04-17,NA,2020-04-17,-14,362,-14,471,-14,2020-05-01,1,Jan 2020-Jun 2020
tri00663,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri00666,2020-05-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,452,452,452,452,452,2020-05-01,1,Jan 2020-Jun 2020
tri00668,2020-05-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,444,444,444,444,444,2020-05-01,1,Jan 2020-Jun 2020
tri00675,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri00677,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri00679,2020-12-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,228,228,228,228,228,2020-12-01,2,July 2020-Dec 2020
tri00685,2021-06-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,56,56,56,56,56,2021-06-01,3,Jan 2021-Jun 2021
tri00692,2021-04-09,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-25,2021-02-25,NA,NA,2021-02-25,-43,-43,128,128,-43,2021-04-01,3,Jan 2021-Jun 2021
tri00705,2021-02-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168,2021-02-01,3,Jan 2021-Jun 2021
tri00712,2021-02-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168,2021-02-01,3,Jan 2021-Jun 2021
tri00722,2020-08-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,373,373,373,373,373,2020-08-01,2,July 2020-Dec 2020
tri00728,2020-06-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,438,438,438,438,438,2020-06-01,1,Jan 2020-Jun 2020
tri00731,2020-08-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-21,2020-06-21,NA,NA,2020-06-21,-71,-71,349,349,-71,2020-08-01,2,July 2020-Dec 2020
tri00732,2020-02-25,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-25,2020-05-25,NA,NA,2020-05-25,90,90,537,537,90,2020-02-01,1,Jan 2020-Jun 2020
tri00735,2020-03-19,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-03-24,2020-11-25,2020-03-24,NA,2020-03-24,5,251,5,514,5,2020-03-01,1,Jan 2020-Jun 2020
tri00738,2020-05-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-30,2020-09-30,NA,NA,2020-09-30,152,152,471,471,152,2020-05-01,1,Jan 2020-Jun 2020
tri00739,2020-04-09,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-07-22,NA,2020-07-22,NA,2020-07-22,104,493,104,493,104,2020-04-01,1,Jan 2020-Jun 2020
tri00744,2020-10-09,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,310,310,310,310,310,2020-10-01,2,July 2020-Dec 2020
tri00745,2020-11-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,275,275,275,275,275,2020-11-01,2,July 2020-Dec 2020
tri00748,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri00753,2020-04-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,482,482,482,482,482,2020-04-01,1,Jan 2020-Jun 2020
tri00755,2021-01-05,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,222,222,222,222,222,2021-01-01,3,Jan 2021-Jun 2021
tri00756,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-04-13,416,416,416,416,292,2020-06-01,1,Jan 2020-Jun 2020
tri00757,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri00759,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138,2021-03-01,3,Jan 2021-Jun 2021
tri00762,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00763,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00767,2020-02-21,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,541,541,541,541,541,2020-02-01,1,Jan 2020-Jun 2020
tri00770,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri00776,2020-06-02,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-18,2020-11-18,NA,NA,2020-11-18,169,169,439,439,169,2020-06-01,1,Jan 2020-Jun 2020
tri00781,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri00782,2020-05-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,468,468,468,468,468,2020-05-01,1,Jan 2020-Jun 2020
tri00787,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00789,2020-06-29,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-14,2021-06-14,NA,NA,2021-06-14,350,350,412,412,350,2020-06-01,1,Jan 2020-Jun 2020
tri00791,2021-06-10,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-05-05,2021-07-06,2021-05-05,NA,2021-05-05,-36,26,-36,66,-36,2021-06-01,3,Jan 2021-Jun 2021
tri00798,2021-02-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,170,170,170,170,170,2021-02-01,3,Jan 2021-Jun 2021
tri00801,2021-04-10,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-07-23,NA,2021-07-23,NA,2021-07-23,104,127,104,127,104,2021-04-01,3,Jan 2021-Jun 2021
tri00807,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00808,2021-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,107,107,107,107,107,2021-04-01,3,Jan 2021-Jun 2021
tri00812,2020-07-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-28,2021-03-28,NA,NA,2021-03-28,240,240,380,380,240,2020-07-01,2,July 2020-Dec 2020
tri00816,2020-05-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,455,455,455,455,455,2020-05-01,1,Jan 2020-Jun 2020
tri00820,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00822,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00829,2020-12-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-16,2020-05-16,NA,NA,2020-05-16,-199,-199,257,257,-199,2020-12-01,2,July 2020-Dec 2020
tri00830,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri00834,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167,2021-03-01,3,Jan 2021-Jun 2021
tri00836,2020-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,433,433,433,433,433,2020-06-01,1,Jan 2020-Jun 2020
tri00842,2020-06-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,415,415,415,415,415,2020-06-01,1,Jan 2020-Jun 2020
tri00862,2020-04-09,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-30,2020-06-30,NA,NA,2020-06-30,82,82,493,493,82,2020-04-01,1,Jan 2020-Jun 2020
tri00877,2020-04-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,473,473,473,473,473,2020-04-01,1,Jan 2020-Jun 2020
tri00884,2020-10-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,305,305,305,305,305,2020-10-01,2,July 2020-Dec 2020
tri00892,2020-12-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-14,2020-08-27,2020-07-14,NA,2020-07-14,-140,-96,-140,257,-140,2020-12-01,2,July 2020-Dec 2020
tri00893,2020-04-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,492,492,492,492,492,2020-04-01,1,Jan 2020-Jun 2020
tri00894,2020-03-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-04-29,2020-04-29,NA,NA,2020-04-29,30,30,503,503,30,2020-03-01,1,Jan 2020-Jun 2020
tri00895,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00896,2020-03-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-10,2020-05-10,NA,NA,2020-05-10,41,41,503,503,41,2020-03-01,1,Jan 2020-Jun 2020
tri00900,2020-07-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-05,NA,2021-02-05,NA,2021-02-05,219,410,219,410,219,2020-07-01,2,July 2020-Dec 2020
tri00901,2020-12-31,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-16,NA,2021-05-16,NA,2021-05-16,136,227,136,227,136,2020-12-01,2,July 2020-Dec 2020
tri00902,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-10-01,411,411,411,411,93,2020-06-01,1,Jan 2020-Jun 2020
tri00904,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri00906,2020-12-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243,2020-12-01,2,July 2020-Dec 2020
tri00908,2021-03-27,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,141,141,141,141,141,2021-03-01,3,Jan 2021-Jun 2021
tri00912,2020-06-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,422,422,422,422,422,2020-06-01,1,Jan 2020-Jun 2020
tri00913,2020-12-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243,2020-12-01,2,July 2020-Dec 2020
tri00914,2020-08-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-29,2021-07-29,NA,NA,2021-07-29,362,362,379,379,362,2020-08-01,2,July 2020-Dec 2020
tri00916,2020-05-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,452,452,452,452,452,2020-05-01,1,Jan 2020-Jun 2020
tri00917,2021-04-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,111,111,111,111,111,2021-04-01,3,Jan 2021-Jun 2021
tri00920,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri00921,2021-04-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,125,125,125,125,125,2021-04-01,3,Jan 2021-Jun 2021
tri00931,2020-05-10,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-22,2021-01-22,NA,NA,2021-01-22,257,257,462,462,257,2020-05-01,1,Jan 2020-Jun 2020
tri00933,2021-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,136,136,136,136,136,2021-04-01,3,Jan 2021-Jun 2021
tri00935,2020-05-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,458,458,458,458,458,2020-05-01,1,Jan 2020-Jun 2020
tri00937,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00938,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00944,2020-09-30,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-29,NA,2021-04-29,NA,2021-04-29,211,319,211,319,211,2020-09-01,2,July 2020-Dec 2020
tri00949,2021-04-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,127,127,127,127,127,2021-04-01,3,Jan 2021-Jun 2021
tri00950,2021-01-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-01,2021-07-01,NA,NA,2021-07-01,181,181,226,226,181,2021-01-01,3,Jan 2021-Jun 2021
tri00953,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00954,2020-09-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,319,319,319,319,319,2020-09-01,2,July 2020-Dec 2020
tri00960,2020-10-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,288,288,288,288,288,2020-10-01,2,July 2020-Dec 2020
tri00962,2021-02-05,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-09-29,191,191,191,191,-129,2021-02-01,3,Jan 2021-Jun 2021
